lm_prompt,task_inputs,references,lm_output_original,exact_match_original,lm_output_finetuned,exact_match_finetuned
"正しい答えは何でしょう？

0.「きつね」
1.「タヌキ」
2.「猫」
3.「ネズミ」
4.「コウモリ」
問題：犬と共に比較されがちなペット動物は？
回答：「猫」

0.「バーベル」
1.「ボール」
2.「ヘリコプター」
3.「乳母車」
4.「自転車」
問題：ふたつのタイヤを前後に一直線に並べた構造をもち、乗り手の力によって駆動し、かつ乗り手の操縦によって地上を走行する乗り物は？
回答：「自転車」

0.「陶器」
1.「ニート」
2.「ヴァイオリン」
3.「ヒート」
4.「ハート」
問題：心臓を英語では？
回答：「","{'q_id': 9034, 'question': '心臓を英語では？', 'choice0': '陶器', 'choice1': 'ニート', 'choice2': 'ヴァイオリン', 'choice3': 'ヒート', 'choice4': 'ハート', 'label': 4}",['ハート'],Heart,False,ハート,True
"正しい答えは何でしょう？

0.「鉛筆」
1.「ノート」
2.「コード」
3.「名刺」
4.「総勘定元帳」
問題：初対面の相手に挨拶と共に渡す物は何？
回答：「名刺」

0.「前頭葉」
1.「視覚野」
2.「腕」
3.「脳幹」
4.「足」
問題：脳で主に思考や判断し行動する機能を司る部分を何と言う？
回答：「前頭葉」

0.「ストア」
1.「百貨店」
2.「学校」
3.「病院」
4.「市場」
問題：株式を取引する場所は？
回答：「","{'q_id': 9035, 'question': '株式を取引する場所は？', 'choice0': 'ストア', 'choice1': '百貨店', 'choice2': '学校', 'choice3': '病院', 'choice4': '市場', 'label': 4}",['市場'],ストア,False,市場,True
"正しい答えは何でしょう？

0.「骨」
1.「皮膚」
2.「小指」
3.「脂肪」
4.「人差し指」
問題：人間の体を覆っているものは？
回答：「皮膚」

0.「予定表」
1.「案内書」
2.「ケーブル」
3.「時刻表」
4.「ローカル」
問題：電線の事をなんと言う？
回答：「ケーブル」

0.「大豆」
1.「紅海」
2.「ペルー」
3.「豆腐」
4.「イスラム」
問題：マチュピチュで有名な南アメリカにある国はどこ？
回答：「","{'q_id': 9036, 'question': 'マチュピチュで有名な南アメリカにある国はどこ？', 'choice0': '大豆', 'choice1': '紅海', 'choice2': 'ペルー', 'choice3': '豆腐', 'choice4': 'イスラム', 'label': 2}",['ペルー'],ペルー,True,ペルー,True
"正しい答えは何でしょう？

0.「声が高い」
1.「用途が広い」
2.「顔が広い」
3.「視野が広い」
4.「肩身が広い」
問題：次のうち知名度が高いのはどれ？
回答：「顔が広い」

0.「白雪」
1.「お水」
2.「泉」
3.「お湯」
4.「お茶」
問題：お酒などを提供する場所に勤めている女性をいうこともあるが、各家庭の水道の蛇口からでるものは何？
回答：「お水」

0.「コーン」
1.「砂漠」
2.「生茶」
3.「主人」
4.「椀」
問題：アイスクリームを持つことができ食べることもできる入れ物とは？
回答：「","{'q_id': 9037, 'question': 'アイスクリームを持つことができ食べることもできる入れ物とは？', 'choice0': 'コーン', 'choice1': '砂漠', 'choice2': '生茶', 'choice3': '主人', 'choice4': '椀', 'label': 0}",['コーン'],砂漠,False,砂漠,False
"正しい答えは何でしょう？

0.「貝」
1.「川」
2.「砂」
3.「山」
4.「魚」
問題：背骨があるのはどれ？
回答：「魚」

0.「てんさい」
1.「トウモロコシ」
2.「鍋」
3.「ピアノ」
4.「じゃがいも」
問題：夏に採れるもので，たくさんの実からなる長い食べ物は？
回答：「トウモロコシ」

0.「鉄道駅」
1.「街」
2.「表通り」
3.「都道府県」
4.「国」
問題：小さい区域は？
回答：「","{'q_id': 9038, 'question': '小さい区域は？', 'choice0': '鉄道駅', 'choice1': '街', 'choice2': '表通り', 'choice3': '都道府県', 'choice4': '国', 'label': 1}",['街'],街,True,街、都道府県、国,False
"正しい答えは何でしょう？

0.「衣服を脱ぐ」
1.「医者と話す」
2.「住所を書く」
3.「名前を書く」
4.「年齢を書く」
問題：自分に与えられた固有の呼び名のことは？
回答：「名前を書く」

0.「店」
1.「本」
2.「袋」
3.「漫画」
4.「蔵書」
問題：ものを入れるものは？
回答：「袋」

0.「法王」
1.「オルガン」
2.「達磨」
3.「人物像」
4.「肖像」
問題：楽器は？
回答：「","{'q_id': 9039, 'question': '楽器は？', 'choice0': '法王', 'choice1': 'オルガン', 'choice2': '達磨', 'choice3': '人物像', 'choice4': '肖像', 'label': 1}",['オルガン'],オルガン,True,オルガン,True
"正しい答えは何でしょう？

0.「マグ」
1.「コーヒーポット」
2.「ジャベリン」
3.「ジャスミン」
4.「シャベル」
問題：工事現場にあるのは？
回答：「シャベル」

0.「白熱電球」
1.「ねじ」
2.「オイル」
3.「弾」
4.「油類」
問題：銃に〇丸をつめる、の〇は？
回答：「弾」

0.「重籐弓」
1.「数珠」
2.「破魔弓」
3.「半弓」
4.「念力」
問題：魔除け、厄払いのお守りは？
回答：「","{'q_id': 9040, 'question': '魔除け、厄払いのお守りは？', 'choice0': '重籐弓', 'choice1': '数珠', 'choice2': '破魔弓', 'choice3': '半弓', 'choice4': '念力', 'label': 2}",['破魔弓'],数珠,False,破魔弓,True
"正しい答えは何でしょう？

0.「定規」
1.「ランチ」
2.「スタンド」
3.「筆箱」
4.「消しゴム」
問題：ジョジョの奇妙な冒険といえば？
回答：「スタンド」

0.「映画」
1.「ネコ」
2.「伊太利」
3.「宇宙」
4.「イヌ」
問題：最も謎が解明されていないものは？
回答：「宇宙」

0.「梅襲」
1.「伊勢」
2.「紀州」
3.「甲州梅」
4.「梅割」
問題：山梨産の梅とは？
回答：「","{'q_id': 9041, 'question': '山梨産の梅とは？', 'choice0': '梅襲', 'choice1': '伊勢', 'choice2': '紀州', 'choice3': '甲州梅', 'choice4': '梅割', 'label': 3}",['甲州梅'],甲州梅,True,甲州梅,True
"正しい答えは何でしょう？

0.「座る」
1.「殺す」
2.「かがむ」
3.「靴を置く」
4.「助ける」
問題：玄関から家の中に入るときにする動作は？
回答：「靴を置く」

0.「牧場」
1.「海原」
2.「牧草地」
3.「草原」
4.「森林」
問題：草が一面に生え、木々がほとんどない場所は？
回答：「草原」

0.「建築現場」
1.「校庭」
2.「川」
3.「工場」
4.「物置」
問題：家などを建てている場所を？
回答：「","{'q_id': 9042, 'question': '家などを建てている場所を？', 'choice0': '建築現場', 'choice1': '校庭', 'choice2': '川', 'choice3': '工場', 'choice4': '物置', 'label': 0}",['建築現場'],建築現場,True,工場,False
"正しい答えは何でしょう？

0.「学校」
1.「ゲーセン」
2.「お皿」
3.「カラオケ」
4.「背後」
問題：義務教育を受ける子供達が勉学のために毎日通うところは？
回答：「学校」

0.「出荷」
1.「購入」
2.「整理」
3.「食事」
4.「洗浄」
問題：汚れたものをきれいにする作業は？
回答：「洗浄」

0.「名詞」
1.「イタリア」
2.「ドイツ語」
3.「日本語」
4.「ローマ字」
問題：国外の人にわかりやすくした表記は？
回答：「","{'q_id': 9043, 'question': '国外の人にわかりやすくした表記は？', 'choice0': '名詞', 'choice1': 'イタリア', 'choice2': 'ドイツ語', 'choice3': '日本語', 'choice4': 'ローマ字', 'label': 4}",['ローマ字'],イタリア,False,イタリア,False
"正しい答えは何でしょう？

0.「雨」
1.「便座」
2.「風」
3.「ひも」
4.「ヒト」
問題：トイレで座る場所は？
回答：「便座」

0.「砂浜」
1.「水着」
2.「波」
3.「パラソル」
4.「シャワー」
問題：着るものは？
回答：「水着」

0.「足」
1.「人体」
2.「手」
3.「胸」
4.「筋肉」
問題：モノ作りが得意な人はどこが器用？
回答：「","{'q_id': 9044, 'question': 'モノ作りが得意な人はどこが器用？', 'choice0': '足', 'choice1': '人体', 'choice2': '手', 'choice3': '胸', 'choice4': '筋肉', 'label': 2}",['手'],手,True,手、胸、筋肉,False
"正しい答えは何でしょう？

0.「スイス」
1.「ジョージア」
2.「アルバニア社会主義人民共和国」
3.「ソビエト社会主義共和国連邦」
4.「チェコスロバキア社会主義共和国」
問題：1922年から1991年に存在した、モスクワが首都の国は？
回答：「ソビエト社会主義共和国連邦」

0.「鳥」
1.「とび」
2.「メジロ」
3.「ハンググライダー」
4.「ウグイス」
問題：人間が乗れるのは？
回答：「ハンググライダー」

0.「氷」
1.「布地」
2.「棚」
3.「ギター」
4.「空気」
問題：加工して服を作れるものはどれか？
回答：「","{'q_id': 9045, 'question': '加工して服を作れるものはどれか？', 'choice0': '氷', 'choice1': '布地', 'choice2': '棚', 'choice3': 'ギター', 'choice4': '空気', 'label': 1}",['布地'],布地,True,布地,True
"正しい答えは何でしょう？

0.「問題」
1.「理解」
2.「存命」
3.「判断する」
4.「解答」
問題：物事がわかることを何と言う？
回答：「理解」

0.「うさぎ」
1.「墓」
2.「教会堂」
3.「牛」
4.「イタチ」
問題：食肉用として、松坂、神戸、米沢などが名産の動物といえばなんでしょうか？
回答：「牛」

0.「神経」
1.「胃」
2.「小腸」
3.「腎臓」
4.「肝臓」
問題：アルコールを分解するのは？
回答：「","{'q_id': 9046, 'question': 'アルコールを分解するのは？', 'choice0': '神経', 'choice1': '胃', 'choice2': '小腸', 'choice3': '腎臓', 'choice4': '肝臓', 'label': 4}",['肝臓'],肝臓,True,胃,False
"正しい答えは何でしょう？

0.「車」
1.「三輪車」
2.「ビル」
3.「住居」
4.「バイク」
問題：遠くへ行くことができる４輪の乗り物は？
回答：「車」

0.「魚」
1.「レジ」
2.「電気製品」
3.「大工道具」
4.「釣り竿」
問題：電気で動くものは？
回答：「電気製品」

0.「薬剤」
1.「森」
2.「木の実」
3.「木」
4.「にしん」
問題：化学的及び人工的に作られるものは？
回答：「","{'q_id': 9047, 'question': '化学的及び人工的に作られるものは？', 'choice0': '薬剤', 'choice1': '森', 'choice2': '木の実', 'choice3': '木', 'choice4': 'にしん', 'label': 0}",['薬剤'],薬剤,True,薬剤,True
"正しい答えは何でしょう？

0.「食事」
1.「ミーティング」
2.「ローマ」
3.「カジノ」
4.「睡眠」
問題：会社で皆が集まってする話し合いの事は何と言いますか？
回答：「ミーティング」

0.「運転席」
1.「荷台」
2.「旅人」
3.「トランク」
4.「ミッション」
問題：トラックの後ろにあるのは？
回答：「荷台」

0.「海」
1.「ブリッジ」
2.「ストア」
3.「農地」
4.「公園」
問題：農業をする土地を何と呼ぶか？
回答：「","{'q_id': 9048, 'question': '農業をする土地を何と呼ぶか？', 'choice0': '海', 'choice1': 'ブリッジ', 'choice2': 'ストア', 'choice3': '農地', 'choice4': '公園', 'label': 3}",['農地'],農地,True,農地,True
"正しい答えは何でしょう？

0.「三浦市」
1.「宮城」
2.「郡山市」
3.「秋田犬」
4.「横浜市」
問題：松島が有るとこはどこ？
回答：「宮城」

0.「マネキン」
1.「猫足」
2.「手すり」
3.「柏木」
4.「蜘蛛」
問題：階段の登り降りにする際、安全にするために手でつかまるものは？
回答：「手すり」

0.「はな」
1.「声」
2.「カツラ」
3.「くま」
4.「公園」
問題：体の一部はどれ？
回答：「","{'q_id': 9049, 'question': '体の一部はどれ？', 'choice0': 'はな', 'choice1': '声', 'choice2': 'カツラ', 'choice3': 'くま', 'choice4': '公園', 'label': 0}",['はな'],腹,False,肩,False
"正しい答えは何でしょう？

0.「絵画」
1.「化粧室」
2.「役職」
3.「空き缶」
4.「動画」
問題：オークションで高く売れるのは？
回答：「絵画」

0.「快い」
1.「気心」
2.「勇気」
3.「心霊」
4.「悲しみ」
問題：本当はいないのに見えてしまうものは？
回答：「心霊」

0.「グッズ」
1.「人」
2.「下着」
3.「シューズ」
4.「ほうき」
問題：両足に履くものは？
回答：「","{'q_id': 9050, 'question': '両足に履くものは？', 'choice0': 'グッズ', 'choice1': '人', 'choice2': '下着', 'choice3': 'シューズ', 'choice4': 'ほうき', 'label': 3}",['シューズ'],シューズ,True,下着,False
"正しい答えは何でしょう？

0.「サイン」
1.「訴状」
2.「身分証」
3.「名前」
4.「仕様書」
問題：本人性や法的資格を示すために用いられる文書は？
回答：「身分証」

0.「議長」
1.「課長」
2.「社長」
3.「校長」
4.「リスト」
問題：データの一つは？
回答：「リスト」

0.「学会」
1.「音楽学校」
2.「教会」
3.「管弦楽団」
4.「グリル」
問題：フルート達が集まる集団は？
回答：「","{'q_id': 9051, 'question': 'フルート達が集まる集団は？', 'choice0': '学会', 'choice1': '音楽学校', 'choice2': '教会', 'choice3': '管弦楽団', 'choice4': 'グリル', 'label': 3}",['管弦楽団'],管弦楽団,True,音楽学校,False
"正しい答えは何でしょう？

0.「牛乳」
1.「飯」
2.「ブドウ酒」
3.「鶏肉」
4.「豚肉」
問題：英語でポークと呼ばれる肉は？
回答：「豚肉」

0.「調べる」
1.「読書」
2.「掲げる」
3.「寛げる」
4.「嘲る」
問題：単語の意味など知らないことを知ろうとすることは？
回答：「調べる」

0.「新しい」
1.「近郊」
2.「労働」
3.「フロリダ州」
4.「葬儀」
問題：neiborを訳すと？
回答：「","{'q_id': 9052, 'question': 'neiborを訳すと？', 'choice0': '新しい', 'choice1': '近郊', 'choice2': '労働', 'choice3': 'フロリダ州', 'choice4': '葬儀', 'label': 1}",['近郊'],近郊,True,近郊,True
"正しい答えは何でしょう？

0.「県境」
1.「溝」
2.「独立」
3.「国境」
4.「国」
問題：アメリカとカナダのように隔てられた部分を指して使う言葉はどれ？
回答：「国境」

0.「コップ」
1.「縁」
2.「湯船」
3.「運」
4.「取っ手」
問題：扉についてる、あけるときにつかむものは？
回答：「取っ手」

0.「身長」
1.「成果」
2.「しわ」
3.「上達」
4.「成績」
問題：年齢とともに顔に出てきて悩ませるもの何？
回答：「","{'q_id': 9053, 'question': '年齢とともに顔に出てきて悩ませるもの何？', 'choice0': '身長', 'choice1': '成果', 'choice2': 'しわ', 'choice3': '上達', 'choice4': '成績', 'label': 2}",['しわ'],しわ,True,しわ,True
"正しい答えは何でしょう？

0.「時計」
1.「電話」
2.「スピーカー」
3.「計算機」
4.「電灯」
問題：この中で双方向のやり取りが生まれるものは？
回答：「電話」

0.「国税庁」
1.「政党」
2.「警察」
3.「過激派」
4.「犯人」
問題：マルサ？
回答：「国税庁」

0.「スーツケース」
1.「体操」
2.「マラソン」
3.「笑い」
4.「ソフトドリンク」
問題：旅行へ行くのに？
回答：「","{'q_id': 9054, 'question': '旅行へ行くのに？', 'choice0': 'スーツケース', 'choice1': '体操', 'choice2': 'マラソン', 'choice3': '笑い', 'choice4': 'ソフトドリンク', 'label': 0}",['スーツケース'],スーツケース,True,スーツケース,True
"正しい答えは何でしょう？

0.「型録」
1.「劇症型溶血性連鎖球菌感染症」
2.「髪型」
3.「虹」
4.「図書館」
問題：商品や展示物などの品目を整理して書き並べたものを何という？
回答：「型録」

0.「語形変化」
1.「妖怪変化」
2.「ダイエット」
3.「大変化」
4.「体重増減」
問題：言葉の文法に最も関連があるのはどれ？
回答：「語形変化」

0.「前かがみになる」
1.「公民館」
2.「起き上がる」
3.「歩く」
4.「起きる」
問題：前屈姿勢を表す言葉は？
回答：「","{'q_id': 9055, 'question': '前屈姿勢を表す言葉は？', 'choice0': '前かがみになる', 'choice1': '公民館', 'choice2': '起き上がる', 'choice3': '歩く', 'choice4': '起きる', 'label': 0}",['前かがみになる'],起き上がる,False,前かがみになる,True
"正しい答えは何でしょう？

0.「謀反」
1.「運動公園」
2.「遊水池」
3.「大名」
4.「城下町」
問題：日本のお城の周りに広がる場所のことを何という？
回答：「城下町」

0.「煮る」
1.「緩い」
2.「硬い」
3.「柔い」
4.「重い」
問題：力を加えても、形を変えたり壊れたりしないほど、物がしっかりしていることを何と言うか？
回答：「硬い」

0.「太平洋」
1.「大西洋」
2.「海峡」
3.「大洋州」
4.「国」
問題：countryを日本語訳すると？
回答：「","{'q_id': 9056, 'question': 'countryを日本語訳すると？', 'choice0': '太平洋', 'choice1': '大西洋', 'choice2': '海峡', 'choice3': '大洋州', 'choice4': '国', 'label': 4}",['国'],国,True,国家,False
"正しい答えは何でしょう？

0.「陸」
1.「深海」
2.「浜」
3.「丘」
4.「水」
問題：深い場所は？
回答：「深海」

0.「絹」
1.「蕎麦」
2.「ヒト」
3.「麦」
4.「家族」
問題：蚕の繭から作られるのは？
回答：「絹」

0.「岩洞」
1.「大豆」
2.「豆腐」
3.「山腹」
4.「中腹」
問題：コウモリがいるのは？
回答：「","{'q_id': 9057, 'question': 'コウモリがいるのは？', 'choice0': '岩洞', 'choice1': '大豆', 'choice2': '豆腐', 'choice3': '山腹', 'choice4': '中腹', 'label': 0}",['岩洞'],岩洞,True,岩洞,True
"正しい答えは何でしょう？

0.「鉄道」
1.「カフェ」
2.「タンス」
3.「風呂敷」
4.「ドア」
問題：部屋に入るときに開けるものは？
回答：「ドア」

0.「ケーブル」
1.「重機」
2.「ねじ」
3.「ごみ箱」
4.「クルマ」
問題：工事等で使用する作業用の機械は？
回答：「重機」

0.「ネクタイ」
1.「ボタン」
2.「襟」
3.「カフス」
4.「袖口」
問題：上着の首回りは？
回答：「","{'q_id': 9058, 'question': '上着の首回りは？', 'choice0': 'ネクタイ', 'choice1': 'ボタン', 'choice2': '襟', 'choice3': 'カフス', 'choice4': '袖口', 'label': 2}",['襟'],襟,True,襟,True
"正しい答えは何でしょう？

0.「二人」
1.「過半数」
2.「出入り口」
3.「素数」
4.「案内人」
問題：ペアを構成する人数は？
回答：「二人」

0.「鋲」
1.「スリッパ」
2.「シール」
3.「メモ」
4.「画鋲」
問題：踏むと痛い留め具は？
回答：「画鋲」

0.「運転手」
1.「ソファー」
2.「シート」
3.「タイヤ」
4.「ベンチ」
問題：車で座席のことを何という？
回答：「","{'q_id': 9059, 'question': '車で座席のことを何という？', 'choice0': '運転手', 'choice1': 'ソファー', 'choice2': 'シート', 'choice3': 'タイヤ', 'choice4': 'ベンチ', 'label': 2}",['シート'],運転手,False,運転手,False
"正しい答えは何でしょう？

0.「蛍光灯」
1.「押入」
2.「倉庫」
3.「いす」
4.「隠し戸」
問題：昔の日本家屋によくあった布団をしまう場所を何という？
回答：「押入」

0.「雪崩」
1.「雪白」
2.「サバイバルゲーム」
3.「石切」
4.「雪合戦」
問題：丸めた雪を投げ合う遊びを何と言う？
回答：「雪合戦」

0.「百貨店」
1.「天津飯」
2.「駅の売店」
3.「商店」
4.「信号機」
問題：キオスクなどの形態を何という？
回答：「","{'q_id': 9060, 'question': 'キオスクなどの形態を何という？', 'choice0': '百貨店', 'choice1': '天津飯', 'choice2': '駅の売店', 'choice3': '商店', 'choice4': '信号機', 'label': 2}",['駅の売店'],商店,False,百貨店,False
"正しい答えは何でしょう？

0.「肉料理」
1.「山羊座」
2.「日本料理」
3.「千夏」
4.「料理屋」
問題：魚料理の反対は？
回答：「肉料理」

0.「干し草」
1.「客」
2.「ゲスト」
3.「捕虜」
4.「人々」
問題：捉えられた人の呼び方は？
回答：「捕虜」

0.「テーブル」
1.「スイッチ」
2.「キー」
3.「貝」
4.「おもちゃ」
問題：鍵のことは？
回答：「","{'q_id': 9061, 'question': '鍵のことは？', 'choice0': 'テーブル', 'choice1': 'スイッチ', 'choice2': 'キー', 'choice3': '貝', 'choice4': 'おもちゃ', 'label': 2}",['キー'],スイッチ,False,キー,True
"正しい答えは何でしょう？

0.「努力」
1.「黒い」
2.「移動する」
3.「運転する」
4.「歩く」
問題：ここからあそこまで動くことは何という？
回答：「移動する」

0.「ハウス」
1.「プール」
2.「リュックサック」
3.「山」
4.「台所」
問題：炊事をする場所の名前は？
回答：「台所」

0.「底」
1.「空気」
2.「水」
3.「板」
4.「深呼吸」
問題：見えないけれど必ずまわりにあるものは？
回答：「","{'q_id': 9062, 'question': '見えないけれど必ずまわりにあるものは？', 'choice0': '底', 'choice1': '空気', 'choice2': '水', 'choice3': '板', 'choice4': '深呼吸', 'label': 1}",['空気'],水,False,水の底,False
"正しい答えは何でしょう？

0.「蜘蛛」
1.「蟹」
2.「船」
3.「アシカ」
4.「鮫」
問題：海に住み、足がたくさんある甲殻類といえば？
回答：「蟹」

0.「押入」
1.「収納家具」
2.「市役所」
3.「郵便局」
4.「銀行」
問題：手紙を配達してくれるのは？
回答：「郵便局」

0.「人間」
1.「従業員」
2.「マネージャー」
3.「レジ」
4.「ホットコーヒー」
問題：コンビニのカウンターで買えるのは？
回答：「","{'q_id': 9063, 'question': 'コンビニのカウンターで買えるのは？', 'choice0': '人間', 'choice1': '従業員', 'choice2': 'マネージャー', 'choice3': 'レジ', 'choice4': 'ホットコーヒー', 'label': 4}",['ホットコーヒー'],レジ,False,レジ,False
"正しい答えは何でしょう？

0.「運転する」
1.「確認する」
2.「運営する」
3.「黒い」
4.「移動する」
問題：車を走らせることは何という？
回答：「運転する」

0.「ボンゴレ」
1.「オムライス」
2.「チャーハン」
3.「オムレツ」
4.「ナポリタン」
問題：茹でたスパゲッティをタマネギ、ピーマン、ハムなどと共にケチャップで炒めた洋食？
回答：「ナポリタン」

0.「竜巻」
1.「積み木」
2.「稲光」
3.「リーダー」
4.「サッカー」
問題：たまに注意報も出る突風で回転しながら家などもつぶしたりするものは？
回答：「","{'q_id': 9064, 'question': 'たまに注意報も出る突風で回転しながら家などもつぶしたりするものは？', 'choice0': '竜巻', 'choice1': '積み木', 'choice2': '稲光', 'choice3': 'リーダー', 'choice4': 'サッカー', 'label': 0}",['竜巻'],竜巻,True,竜巻,True
"正しい答えは何でしょう？

0.「トロッコ」
1.「はしご」
2.「ビデ」
3.「ヒビ」
4.「バス」
問題：上に向かって昇るものは？
回答：「はしご」

0.「静止」
1.「バネ」
2.「停止」
3.「ムーブメント」
4.「動作」
問題：動く事を何と言う？
回答：「動作」

0.「本」
1.「手」
2.「筆箱」
3.「布」
4.「食品」
問題：食べ物は？
回答：「","{'q_id': 9065, 'question': '食べ物は？', 'choice0': '本', 'choice1': '手', 'choice2': '筆箱', 'choice3': '布', 'choice4': '食品', 'label': 4}",['食品'],食品,True,食品,True
"正しい答えは何でしょう？

0.「母父」
1.「母刀自」
2.「お母さん」
3.「叔母」
4.「母子」
問題：両親のことは？
回答：「母父」

0.「歯科医院」
1.「耳鼻科医院」
2.「病院」
3.「総合医療」
4.「町内」
問題：口腔に特化した問題を解決したり、美白や矯正を行う場所は？
回答：「歯科医院」

0.「台車」
1.「調理場」
2.「デスク」
3.「カバン」
4.「机の上」
問題：勉強するときに椅子に座って向かうところは？
回答：「","{'q_id': 9066, 'question': '勉強するときに椅子に座って向かうところは？', 'choice0': '台車', 'choice1': '調理場', 'choice2': 'デスク', 'choice3': 'カバン', 'choice4': '机の上', 'label': 2}",['デスク'],台車,False,台車,False
"正しい答えは何でしょう？

0.「蛇」
1.「カラーコーン」
2.「信号機」
3.「極楽」
4.「祭壇」
問題：道路にあるのは？
回答：「信号機」

0.「読み物」
1.「文学」
2.「国語」
3.「文献」
4.「教科書」
問題：簡単なエッセイなどのことは？
回答：「読み物」

0.「大工さん」
1.「綿飴」
2.「駄菓子」
3.「股引」
4.「美容師」
問題：下着として履かれるズボンは？
回答：「","{'q_id': 9067, 'question': '下着として履かれるズボンは？', 'choice0': '大工さん', 'choice1': '綿飴', 'choice2': '駄菓子', 'choice3': '股引', 'choice4': '美容師', 'label': 3}",['股引'],駄菓子,False,駄菓子,False
"正しい答えは何でしょう？

0.「枝柿」
1.「信濃柿」
2.「干し柿」
3.「柿原」
4.「富有柿」
問題：人の名前は？
回答：「柿原」

0.「いい考えを生み出すこと」
1.「太る」
2.「博物館に行く」
3.「失職する」
4.「えらくなる」
問題：故郷へ錦を飾るのは？
回答：「えらくなる」

0.「ウォーター」
1.「夫」
2.「マット」
3.「婦」
4.「人」
問題：女性を意味する言葉は？
回答：「","{'q_id': 9068, 'question': '女性を意味する言葉は？', 'choice0': 'ウォーター', 'choice1': '夫', 'choice2': 'マット', 'choice3': '婦', 'choice4': '人', 'label': 3}",['婦'],婦,True,婦,True
"正しい答えは何でしょう？

0.「左下」
1.「右利き」
2.「不器用」
3.「右左」
4.「左利き」
問題：左手で食べたり書いたりする人のとこを何というか？
回答：「左利き」

0.「長柄の槍」
1.「七本槍」
2.「槍鱮」
3.「カッター」
4.「短刀」
問題：長い武器は？
回答：「長柄の槍」

0.「幼稚園」
1.「国家」
2.「学校」
3.「国旗」
4.「太陽」
問題：国を動かす機関を何という？
回答：「","{'q_id': 9069, 'question': '国を動かす機関を何という？', 'choice0': '幼稚園', 'choice1': '国家', 'choice2': '学校', 'choice3': '国旗', 'choice4': '太陽', 'label': 1}",['国家'],国家,True,国家,True
"正しい答えは何でしょう？

0.「スペース」
1.「エンター」
2.「ディレクトリ」
3.「変換」
4.「ディスク」
問題：文字と文字の間に空間を入れる際に使用するパソコンのキーボードのキーの名称は？
回答：「スペース」

0.「マグ」
1.「鍋」
2.「皿」
3.「荷」
4.「植木鉢」
問題：食物を煮る時に使う底の浅い器を何という？
回答：「鍋」

0.「カレー店」
1.「ガスステーション」
2.「チャート」
3.「オートバックス」
4.「ハウジング」
問題：燃料を入れるところは？
回答：「","{'q_id': 9070, 'question': '燃料を入れるところは？', 'choice0': 'カレー店', 'choice1': 'ガスステーション', 'choice2': 'チャート', 'choice3': 'オートバックス', 'choice4': 'ハウジング', 'label': 1}",['ガスステーション'],ガスステーション,True,ガスステーション,True
"正しい答えは何でしょう？

0.「喫茶店」
1.「市役所」
2.「森」
3.「人家」
4.「林」
問題：居住を用途とする建築物は？
回答：「人家」

0.「豚」
1.「ねこ」
2.「犬」
3.「モルモット」
4.「コアラ」
問題：ネズミに似た動物は？
回答：「モルモット」

0.「ヨーヨー」
1.「すごろく」
2.「ボードゲーム」
3.「トランプ」
4.「ジグソーパズル」
問題：バラバラの形をしたピースを繋ぎ合わせて1枚の絵を完成させる物を何という？
回答：「","{'q_id': 9071, 'question': 'バラバラの形をしたピースを繋ぎ合わせて1枚の絵を完成させる物を何という？', 'choice0': 'ヨーヨー', 'choice1': 'すごろく', 'choice2': 'ボードゲーム', 'choice3': 'トランプ', 'choice4': 'ジグソーパズル', 'label': 4}",['ジグソーパズル'],ジグソーパズル,True,ジグソーパズル,True
"正しい答えは何でしょう？

0.「運動」
1.「書く」
2.「語る」
3.「店を開く」
4.「歌う」
問題：文字、記号をしるしづけることは？
回答：「書く」

0.「秘密」
1.「かに座」
2.「妻」
3.「お金」
4.「サマー」
問題：銀行に預けることが出来る物は？
回答：「お金」

0.「スチュワーデス」
1.「テーブルクロス」
2.「醤油」
3.「シートベルト」
4.「塩」
問題：食卓にかけるものは？
回答：「","{'q_id': 9072, 'question': '食卓にかけるものは？', 'choice0': 'スチュワーデス', 'choice1': 'テーブルクロス', 'choice2': '醤油', 'choice3': 'シートベルト', 'choice4': '塩', 'label': 1}",['テーブルクロス'],テーブルクロス,True,テーブルクロス,True
"正しい答えは何でしょう？

0.「テレビを見る」
1.「いい考えを生み出すこと」
2.「読書」
3.「走る」
4.「眠る」
問題：人が生きていくために必要で、主に夜から朝までにする行為は？
回答：「眠る」

0.「メトロポリス」
1.「鳩時計」
2.「腕時計」
3.「ドイツ連邦議会」
4.「懐中時計」
問題：時間になると時計から鳥が出てくるものといえば？
回答：「鳩時計」

0.「へそ」
1.「ポット」
2.「チタン」
3.「パター」
4.「冷蔵庫」
問題：電気でお湯を沸かせるのは？
回答：「","{'q_id': 9073, 'question': '電気でお湯を沸かせるのは？', 'choice0': 'へそ', 'choice1': 'ポット', 'choice2': 'チタン', 'choice3': 'パター', 'choice4': '冷蔵庫', 'label': 1}",['ポット'],ポット,True,ポット,True
