lm_prompt,references,lm_output_original,char_f1_original,exact_match_original,lm_output_finetuned,char_f1_finetuned,exact_match_finetuned
映画などで役者の演技に合わせて声をあてることを「アフレコ」といいますが、これは何という言葉の略?答えは「,"['アフターレコーディング', 'after recording']",アンテナリージュ,0.21,False,アフレコ,0.53,False
サーフィンで、自分の意思でボードから落ちることをプルアウトというのに対し、意思に反して落ちてしまうことを何という?答えは「,['ワイプアウト'],ストレス,0.2,False,恐怖,0.0,False
バビロン第1王朝の王が制定した、「目には目を、歯には歯を」でおなじみの法典は何?答えは「,"['ハンムラビ法典', 'ハムラビ法典']",歯の歯の歯の歯の歯の歯の歯の歯の,0.0,False,歯を歯に歯を,0.0,False
絶滅の恐れのある動植物の国際取引を規制する条約のことを、あるアメリカの都市の名前から何条約という?答えは「,"['ワシントン', 'ワシントン条約']",CITES,0.0,False,CITES,0.0,False
ゴルフの各ホールで最初にティーショットを打つ人のことを、「名誉」という意味の英語で何という?答えは「,['オナー'],Tee shot,0.0,False,名誉,0.0,False
エリザベス2世が元首を務める国のうち、面積が最も大きいのはどこ?答えは「,['カナダ'],イングランド,0.0,False,英国,0.0,False
数学用語で、方程式の解が存在しないことを「不能」といいますが、方程式の解が無数にあることを何という?答えは「,['不定'],無限,0.0,False,無限,0.0,False
中国・唐および宋の時代に活躍した、韓愈、柳宗元、欧陽修、蘇洵、蘇軾、蘇轍、曾鞏、王安石の8人の散文作家を総称して何という?答えは「,['唐宋八大家'],漢詩家,0.25,False,8人の詩人,0.0,False
スーパーマーケットの中で食事ができるようになっている業態の店を、「グローサリー」と「レストラン」を合わせた言葉で何という?答えは「,['グローサラント'],グローラリーレストラン,0.56,False,グローサリーレストラン,0.67,False
ウィリアム・フォークナーの小説『響きと怒り』や『サンクチュアリ』など多くの作品で舞台として描かれている架空の町はどこ?答えは「,['ヨクナパトーファ'],あなたの頭の中で,0.0,False,ロンドン,0.0,False
明治維新に際して起きた、新政府軍と旧幕府軍との一連の戦いを、戦争が勃発した明治元年の干支から何という?答えは「,['戊辰戦争'],明治元年の干支,0.0,False,戦争,0.67,False
19世紀のギリシャ独立戦争で、オスマントルコの軍隊による虐殺で悲劇に見舞われた島をモチーフにして描いた、画家・ドラクロワの有名な絵画は何?答えは「,['キオス島の虐殺'],ギリシャ,0.0,False,ギリシャの独立戦争,0.12,False
広島県の鞆の浦をイメージしたという、新春によく聴く、宮城道雄による琴の名曲は何?答えは「,['春の海'],鞆の浦の琴,0.25,False,鞆の浦,0.33,False
英語で「輝く」という意味を持つ、ダイヤモンドを58面体にする研磨方法を「何カット」という?答えは「,"['ブリリアントカット', 'ブリリアント']",何,0.0,False,4カット,0.46,False
東京学生アメリカンフットボール連盟の設立にも尽力し「日本フットボールの父」とも呼ばれているアメリカ人は誰?答えは「,"['ポール・ラッシュ', 'ラッシュ']",ジョン・スミス,0.0,False,ジョン・マクギーン,0.13,False
部屋の内装をインテリアというのに対し、塀や門扉などの外装のことを何という?答えは「,['エクステリア'],外装,0.0,False,外装,0.0,False
激しい争いの場を「修羅場」といいますが、この言葉の由来で戦った神は阿修羅と誰?答えは「,['帝釈天'],阿修羅の神,0.0,False,阿修羅,0.0,False
洋服の柄で、ヒッコリー、レジメンタル、チョーク、ピンなどの種類があるのはどんな模様?答えは「,['ストライプ'],ありません,0.0,False,それはあなたが見たいものに依存します。,0.0,False
マフィンやマカロンなどのともだちがいる、ゴールデン・レトリバーをモチーフにしたサンリオのキャラクターは何?答えは「,['ポムポムプリン'],マフィン,0.18,False,マフィン,0.18,False
13世紀から16世紀にかけてリューベックやハンブルクが結成した、北ドイツの都市同盟は何?答えは「,['ハンザ同盟'],ヴィートゥルト同盟,0.29,False,ドイツの都市同盟,0.31,False
司法書士免許を交付するのは法務大臣ですが、行政書士免許を交付するのは何大臣?答えは「,"['総務大臣', '総理']",内務大臣,0.75,False,財務大臣,0.75,False
「eスポーツ」の「e」は何という英単語の頭文字?答えは「,"['エレクトロニック', 'electronic']",eSports,0.24,False,電子,0.0,False
本名をアレッサンドロ・マリアーノ・フィリペピという、代表作『ビーナスの誕生』『プリマヴェーラ』で知られるイタリアの画家は誰?答えは「,['ボッティチェリ'],ヴィクトリア・エリザベス,0.22,False,アレッサンドロ・マリアーノ・フィリペピ,0.25,False
フランス語で「新しい橋」という意味の名がついた、セーヌ川にかかるパリの橋のうち、最も古いものは何?答えは「,"['ポンヌフ', 'ポンヌフ橋']",パリの新橋,0.2,False,パリの橋,0.22,False
ニューヨークを舞台に、主人公の少女が両親を探して奮闘する姿を描いた、劇中歌『Tomorrow』も有名なミュージカルは何?答えは「,['アニー'],誰が演じたか,0.0,False,誰でも,0.0,False
タナカ、カトウ、ケンモツ、ヤマワキ、グシケン、モリスエといえば、体操のどの種目の技の名前?答えは「,['平行棒'],パラメター,0.0,False,ステップ,0.0,False
小説『トム・ソーヤーの冒険』や『ハックルベリー・フィンの冒険』などを書いたアメリカの作家は誰?答えは「,"['マーク・トウェイン', 'マーク・トウェーン']",マイケル・ハードウェイ,0.56,False,ジョン・フェイン,0.4,False
赤ら顔の子どもの姿で、ガジュマルの木に棲むとされる、沖縄の妖怪は何?答えは「,['キジムナー'],おそらく、妖怪,0.0,False,沖縄の妖怪,0.0,False
正式名称を「リバティ・エンライトニング・ザ・ワールド」という、ニューヨーク・リバティ島に建つ有名な像は何?答えは「,"['自由の女神', '自由の女神像']",リバティ・エンライトニング・ザ・ワールド,0.0,False,アメリカの革命の記念碑,0.12,False
「オルレアンの少女」と呼ばれ、15世紀の百年戦争でフランスを勝利に導いた女性といえば誰?答えは「,['ジャンヌ・ダルク'],マリア,0.0,False,マリア,0.0,False
高杉晋作など多くの幕末の志士が学んだ、吉田松陰が主宰した長州藩の私塾は何?答えは「,['松下村塾'],長州藩の学校,0.0,False,長州藩の学校,0.0,False
早稲田大学のラグビー蹴球部が大学選手権で優勝した時にのみ歌われる、部の第二部歌のタイトルは何?答えは「,['荒ぶる'],ラグビーマッチを覚える,0.14,False,ラグビーの歌,0.0,False
2112年9月3日生まれ。身長129.3cm、体重129.3kg。おなかの四次元ポケットから様々なひみつ道具を出す、藤子・F・不二雄の漫画のキャラクターといえば何?答えは「,['ドラえもん'],フォン・フォン,0.0,False,フォーク,0.0,False
グレートアーテジアン盆地、グレートサンディ砂漠、グレートディヴァイディング山脈がある国はどこ?答えは「,['オーストラリア'],オーストラリア,1.0,True,オーストラリア,1.0,True
映画『ピノキオ』で、コオロギのジミニー・クリケットが歌い、アカデミー歌曲賞を受賞した挿入歌は何?答えは「,"['星に願いを', 'When You Wish upon a Star']",ピノキオ,0.0,False,ピノキオ,0.0,False
仏教における「四天王」とは、東を護る持国天、西を護る広目天、南を護る増長天と、北を護る何という神様?答えは「,['多聞天'],慈悲天,0.33,False,四天王,0.33,False
1936年の春場所から1939年の春場所まで、69連勝の記録を作った昭和の横綱は誰?答えは「,"['双葉山', '双葉山定次']",大阪の出身で、名乗りはマッサチューセッツからの「アメリカ,0.0,False,マッカートニー,0.0,False
長崎市の沖にある、かつて炭鉱の島として栄えた端島は、その外見からあるものに見立てて何島と呼ばれる?答えは「,"['軍艦島', '軍艦']",何島,0.4,False,エンドゥ,0.0,False
1446年に「ハングル」を公布し普及させた、李氏朝鮮の第4代国王は誰?答えは「,['世宗'],李,0.0,False,彼は彼の名前を「慈善,0.0,False
原題は『ブッチ・キャシディ・アンド・ザ・サンダンス・キッド』。ポール・ニューマンとロバート・レッドフォードが2人組の強盗を演じた、アメリカン・ニューシネマの傑作といえば何?答えは「,['明日に向って撃て!'],ブッチ・キャシディ・アンド・ザ・サンダンス・キッド,0.0,False,ブッチ・キャシディ・アンド・ザ・サンダンス・キッド,0.0,False
第一次護憲運動が起こった時の総理大臣は桂太郎ですが、第二次護憲運動が起こった時の総理大臣は誰?答えは「,['清浦圭吾'],桂太郎,0.0,False,彼は第二次護憲運動の総理大臣でした,0.0,False
西洋で不吉とされる「13」という数字を嫌うことを、ギリシャ語の「13」と英語の「恐怖症」という意味の言葉で何という?答えは「,['トリスカイデカフォビア'],13,0.0,False,13,0.0,False
重さ350g以上、糖度15度以上などの基準を満たしたものだけがこう呼ばれる、宮崎県産の完熟マンゴーの愛称は何?答えは「,['太陽のタマゴ'],マンゴーマン,0.33,False,マンゴー,0.4,False
野菜の切り方で、「半月切り」にしたものをさらに半分にすることを、その形がある植物に似ていることから「何切り」という?答えは「,['いちょう切り'],何,0.0,False,半月切り,0.4,False
もともと芝居の幕と幕の間の休憩時間に食べたことから名がついた、ご飯と数種類のおかずを詰め合わせた弁当は何?答えは「,['幕の内弁当'],バナナサンドイッチ,0.0,False,ランドマーク,0.0,False
分数で、4分の2を2分の1とするように、分母と分子を同じ数で割って、簡単な分数にすることを何という?答えは「,['約分'],簡単な加算,0.0,False,2分の1,0.33,False
中国の詩人、李白や孟浩然らの詩をドイツ語に訳した詩集「中国の笛」に基づいて歌詞が書かれている、グスタフ・マーラーの交響曲は何?答えは「,['大地の歌'],中国の笛,0.25,False,中国の笛,0.25,False
小説『太郎物語』の作者は曽野綾子ですが、『次郎物語』の作者は誰?答えは「,['下村湖人'],曽野綾子,0.0,False,曽野綾子,0.0,False
経済学の古典『資本論』を書いたのはマルクスですが、その『資本論』をさらに展開させた『金融資本論』を書いたドイツの経済学者は誰?答えは「,"['ルドルフ・ヒルファーディング', 'ヒルファーディング']",マルクス,0.15,False,マルクス,0.15,False
「へのへのもへじ」の落書きで、「も」が表しているのは顔のどの部分?答えは「,['鼻'],顔の中,0.0,False,肌,0.0,False
毎年12月に「今年の漢字」が発表される京都のお寺はどこ?答えは「,['清水寺'],今年の漢字,0.0,False,弁護士,0.0,False
ミケランジェロの『ダビデ像』などのように、彫刻作品で、体の重心を片方の足にかけて、左右非対称の姿勢に表現したものを何という?答えは「,['コントラポスト'],バラバラ,0.18,False,姿勢,0.0,False
中央にマサイ族の盾と槍が描かれた国旗を持つ、首都をナイロビに置くアフリカの国はどこ?答えは「,"['ケニア共和国', 'ケニア']",マラウイ,0.0,False,マラウィ,0.0,False
関係者の言い分が食い違っていて真相がわからないことを、芥川龍之介の小説にちなんで何という?答えは「,['藪の中'],食べ物,0.0,False,彼の妻,0.33,False
歴史物語で「四鏡」と呼ばれる4つの書物は、『大鏡』『今鏡』『水鏡』とあとひとつは何?答えは「,['増鏡'],鏡,0.67,False,水鏡,0.5,False
中国の国会に相当する立法機関を何という?答えは「,"['全人代', '全国人民代表大会']",国会議員,0.33,False,中国の国会,0.31,False
「邪念を抱くものに災いあれ」という意味のフランス語が刺繍されている、エドワード3世が制定したイギリスの最高勲章といえば何?答えは「,['ガーター勲章'],オーストリアの王室,0.13,False,オーストリアの王,0.14,False
日本で「領海」と規定されているのは、領土から何海里離れたところまでの海を指す?答えは「,"['12', '12海里']",海外,0.33,False,海岸,0.33,False
ワーグナーの楽劇『ニーベルングの指環』を構成する四部作といえば、『ラインの黄金』『ワルキューレ』『ジークフリート』と何?答えは「,['神々の黄昏'],何?,0.0,False,ジークフリート,0.0,False
同一人物が同じ時刻に別の場所に現れる現象や、自分と同じ姿をしたもう1人の自分を見る現象のことを、ドイツ語で何という?答えは「,['ドッペルゲンガー'],"Einzelne Menschen erscheinen in gleichen Momenten an verschiedenen Orten und es gibt einige Phänomene, in denen ein",0.0,False,同じ時間同じ場所,0.0,False
大阪府にある唯一の村は千早赤阪村ですが、京都府にある唯一の村は何?答えは「,['南山城村'],千早村,0.29,False,千早,0.0,False
サンチョ・パンサという従者を引き連れて遍歴の旅に出かける主人公の姿を描いた、セルバンテスの小説は何?答えは「,['ドン・キホーテ'],冒険小説,0.0,False,彼の名前は、彼の名前は、彼の名前は、彼の名前は、,0.0,False
小説に登場する名探偵で、法月綸太郎の生みの親は法月綸太郎ですが、法水麟太郎の生みの親は誰?答えは「,['小栗虫太郎'],誰かが犯人です,0.0,False,法月綸太郎,0.4,False
意外なところから意外なものが出ることをいったことわざ。「何から駒」?答えは「,['ひょうたん'],何か,0.0,False,何か,0.0,False
針金やプラスチックの枠に和紙を貼ってつくられる、金魚すくいで金魚をすくう道具は何?答えは「,['ポイ'],金魚すくい,0.0,False,金魚の針金,0.0,False
国会や地方議会で、議事の進行や議決に必要な最小限の出席人数のことを何という?答えは「,['定足数'],議長,0.0,False,議事が行われる必要がある人数,0.12,False
「フットスツール」とも呼ばれる、椅子の前に置いて足を乗せるクッション台のことを英語で何という?答えは「,['オットマン'],footstool,0.0,False,footstool,0.0,False
英語で「コーン」という立体は「円すい」ですが、「シリンダー」という立体は何?答えは「,['円柱'],シリンダー,0.0,False,円,0.67,False
1973年に採択された、「絶滅のおそれのある野生動植物の種の国際取引に関する条約」の通称は何条約?答えは「,['ワシントン条約'],CITES,0.0,False,CITES,0.0,False
江戸幕末から明治にかけて活躍した人物で、「郵便の父」と呼ばれたのは前島密ですが、「新聞の父」と呼ばれた、日本語による初の新聞「海外新聞」の創設者は誰?答えは「,"['浜田彦蔵', 'ジョセフ・ヒコ']",前島密,0.0,False,前島密,0.0,False
1914年に、アメリカの植物学者の調査によって世界に知られたことから名前がついた、屋久杉の大きな切り株を何という?答えは「,['ウィルソン株'],アメリカ杉,0.0,False,アメリカの植物学者,0.0,False
クラン川とゴンパック川が合流する地点であることから、「濁った川が交わる場所」という意味の名前がつけられた、マレーシアの首都はどこ?答えは「,['クアラルンプール'],マレ,0.0,False,マレ,0.0,False
標高は3193メートル。火山ではない山としては、日本で標高が最も高い山は何?答えは「,['北岳'],トゥルム山,0.0,False,マカロニ山,0.0,False
受難前夜、イエス・キリストが12人の弟子たちとともに過ごした夕食風景を描いた、レオナルド・ダ・ヴィンチの名画は何?答えは「,['最後の晩餐'],マリアの夕食,0.18,False,マリアの夕食,0.18,False
イギリスのエリザベス1世はチューダー朝の女王ですが、エリザベス2世は何朝の女王?答えは「,"['ウィンザー朝', 'ウィンザー']",マーティン・レフォルド2世,0.24,False,1952年,0.0,False
日本庭園で、地面に大きな甕を埋め、その中に少しずつ水が滴り落ちるようして、涼やかな音色を響かせる仕掛けを何という?答えは「,['水琴窟'],水の滴,0.33,False,水の甕,0.33,False
パリ郊外・ジヴェルニーの自宅の庭に作った池をモチーフにして描き続けた、画家クロード・モネの連作シリーズといえば何?答えは「,['睡蓮'],竜巻,0.0,False,19世紀のフランスの庭園,0.0,False
「知に働けば角が立つ、情に棹させば流される」という有名な一節が登場する、夏目漱石の小説は何?答えは「,['草枕'],漱石の夏の物語,0.0,False,夏目漱石,0.0,False
「No plan like yours to study history wisely」といえば、どこの国の王朝を覚えるためのフレーズ?答えは「,"['イギリス', '英国']",The history of the world is the biography of great men,0.0,False,ローマ王朝,0.0,False
兼好法師の随筆『徒然草』の第52段「仁和寺にある法師」で、仁和寺の法師が参拝に出かける、京都の神社はどこ?答えは「,['石清水八幡宮'],徒然草,0.0,False,彼らはあなたが見た神社の1つです。,0.0,False
イヌの品種で、パグ、シー・ズー、チャウチャウ、ペキニーズの原産国は、いずれもどこ?答えは「,['中国'],インド,0.0,False,インド,0.0,False
カレーやシチューにとろみをつけるために加えられる、小麦粉をバターで炒めたものを何という?答えは「,"['ルウ', 'ルー']",パンドラの箱,0.0,False,パンケーキ,0.29,False
アニメ『ちびまる子ちゃん』のオープニング曲『おどるポンポコリン』の、作詞はさくらももこですが、作曲は誰?答えは「,['織田哲郎'],さくらももこ,0.0,False,アニメのオープニング,0.0,False
音楽にちなんだ記念日で、6月9日は「ロックの日」ですが、9月4日は何の日?答えは「,"['クラシックの日', 'クラシック音楽の日']",ロックの日,0.67,False,ロックの日,0.67,False
日本三景のうち、京都府にあるものは何?答えは「,['天橋立'],京都の三景,0.0,False,京都,0.0,False
エンゲージリングのデザインとして人気が高い、宝石を1粒だけあしらった指輪を、フランス語で何という?答えは「,['ソリテール'],貝殻の指輪,0.0,False,エンゲージリング,0.15,False
雪が解けきらないうちに花を咲かせることから「雪中花」とも呼ばれる、黄、クチベニ、ラッパなどの品種がある植物は何?答えは「,['スイセン'],オレンジ・ブルーム,0.17,False,雪中花,0.0,False
『パリのアメリカ人』『ラプソディー・イン・ブルー』などの作品で知られるアメリカの作曲家は誰?答えは「,"['ガーシュイン', 'ジョージ・ガーシュイン']",マーク・グレイトニング,0.38,False,ジョン・マクギーン,0.44,False
絵を描く時に使う、絵の具を溶いたり、混ぜたりするための板のことを何という?答えは「,['パレット'],漬け,0.0,False,絵の圧縮,0.0,False
NHLのメイプルリーフス、NBAのラプターズ、MLBのブルージェイズが本拠地を置くカナダの都市はどこ?答えは「,['トロント'],モントリオール,0.36,False,マイアミ,0.0,False
「八代集」といわれる勅撰和歌集の中で、最初に編纂されたのは「古今和歌集」ですが、2番目に編纂されたのは何?答えは「,['後撰和歌集'],八代集,0.25,False,八代集,0.25,False
黄道十二星座で、「スコルピウス」という学名を持つのは「さそり座」ですが、「サジタリウス」という学名を持つのは何座?答えは「,"['いて座', 'いて', '射手']",サジタリウス,0.0,False,スコルピウス,0.0,False
「火中の栗を拾う」の由来となった寓話で、サルに火の中にある栗を拾わされた動物は何?答えは「,['ネコ'],猪,0.0,False,猿,0.0,False
石津謙介が提唱した、服装を、時間・場所・場合に応じて決めるという考えを何という?答えは「,['TPO'],時代劇,0.0,False,それは良い考えです,0.0,False
国語の教科書にもよく出てくる、「くれなゐの二尺のびたる薔薇の芽の針やはらかに春雨の降る」を詠んだ有名な歌人は誰?答えは「,['正岡子規'],薔薇の芽の針,0.0,False,ジョージ・フォード,0.0,False
力量が同じ人同士のことを「実力伯仲」などといいますが、この「伯仲」とはもともとどんな関係を表す言葉?答えは「,['兄弟'],仲,0.0,False,友情,0.0,False
タラッサ、ナイアド、ネレイド、トリトンなどの衛星をもつ、太陽系の惑星は何?答えは「,['海王星'],太陽系の惑星,0.22,False,太陽系の惑星は、太陽の周りの太陽系の惑星です。,0.08,False
ジェームス・ディーンが主演した3つの映画作品は、『エデンの東』『理由なき反抗』と何?答えは「,['ジャイアンツ'],何?,0.0,False,何か,0.0,False
映画やテレビの撮影で音声スタッフが持つマイクに取り付けられる、フワフワした毛皮のようなカバーを何という?答えは「,"['ウィンドジャマー', '風防', 'ウインドスクリーン', 'ウインドシールド']",マイクカバー,0.4,False,マイクカバー,0.4,False
音楽、文学、芸術など、人間の様々な知的活動を司るとされる、ギリシャ神話に登場する9人の女神たちを何という?答えは「,['ミューズ'],9つの女神,0.0,False,9つの女神,0.0,False
手相占いで「三大線」と呼ばれる3つの線といえば、知能線、感情線と、あとひとつは何線?答えは「,['生命線'],愛,0.0,False,感情線,0.33,False
小説『レ・ミゼラブル』で、逃亡生活を送るジャン・バルジャンが養女として育てる少女の名前は何?答えは「,['コゼット'],レミ,0.0,False,マリア,0.0,False
細い方の先端をスモールチップ、太い方の先端をブレードという、主に男性が首に巻くファッションアイテムは何?答えは「,['ネクタイ'],ヘアピープ,0.0,False,ストレート,0.0,False
2人の人物が背中合わせに立つ様子をかたどって作られた、ある方角を表す漢字は何?答えは「,['北'],協,0.0,False,彼女は彼女の背中を合わせて立っています,0.0,False
芝居のセリフで、1人で言うものをモノローグというのに対し、2人以上で交わされるものを何という?答えは「,['ダイアローグ'],パワーパレード,0.15,False,スピーチ,0.2,False
1968年にチェコスロバキアで起こった「プラハの春」を背景に、2人の女性テレーザとサビーナ、主人公のトマシュの三角関係を描いた、ミラン・クンデラの小説は何?答えは「,['存在の耐えられない軽さ'],サビーナ,0.0,False,彼女の名前はありません,0.09,False
聖母マリアを讃え「マリアの黄金の花」という意味の名がつけられたとされる、園芸植物としてもおなじみのキク科の花は何?答えは「,['マリーゴールド'],マリアの黄金の花,0.27,False,マリアの黄金の花,0.27,False
ネルソン提督率いるイギリス艦隊が、フランス・スペインの連合艦隊を破った1805年の戦いは何?答えは「,['トラファルガーの海戦'],トッドの勝利,0.25,False,バルト海戦,0.4,False
英語では「アブソルート・モナーキズム」という、16世紀から18世紀のヨーロッパで、強大な権力を持つ国王が国を支配した政治形態を何という?答えは「,['絶対王政'],アブソルート・モナーキズム,0.0,False,アブソルート・モナーキズム,0.0,False
イタリア語で「空気」という意味がある、オペラなどで歌われる伴奏つきの旋律的な独唱を何という?答えは「,['アリア'],aria,0.0,False,空気,0.0,False
ルネサンス期のヨーロッパの三大発明と呼ばれるものとは、火薬、羅針盤と何?答えは「,"['活版印刷術', '活版印刷']",火,0.0,False,鉄,0.0,False
もともと、男女ペアが円を描くように踊る曲だったことからドイツ語で「回転する」という意味の名前がつけられた、日本語では「円舞曲」と呼ばれる音楽の楽曲形式は何?答えは「,['ワルツ'],回転曲,0.0,False,回転,0.0,False
狂言師で「萬斎」「万蔵」の名字は野村ですが、「宗彦」「逸平」の名字は何?答えは「,['茂山'],倉敷,0.0,False,逸平,0.0,False
広島県にある世界遺産で、原爆ドームがあるのは広島市ですが、厳島神社があるのは何市?答えは「,"['廿日市市', '廿日市']",厳島市,0.33,False,厳島市,0.33,False
長ネギの白い部分をごく細くせん切りにしたものを、人間の髪の毛にたとえて何という?答えは「,['白髪ネギ'],髪の毛,0.29,False,白い,0.33,False
元素の周期表において第11族に属する、銅、銀、金、レントゲニウムを総称して何元素という?答えは「,"['貨幣元素', '銅族元素', '貨幣', '貨幣', '貨幣']",4,0.0,False,銅、銀、金、レントゲニウム,0.12,False
「足元を見る」「肩代わり」「相棒」。これらの言葉の語源となった職業は何?答えは「,"['駕籠かき', 'かごや', 'おろせ', '駕籠遣', '駕丁']",労働者,0.0,False,労働者,0.0,False
フランス北西海岸のサン・マロ湾に浮かぶ陸繋島に築かれた、世界遺産にも登録されている修道院は何?答えは「,"['モン・サン=ミシェル', 'モンサンミシェル', 'モンサンミッシェル']",世界の教育の基盤,0.0,False,聖マロの修道院,0.0,False
円周率において、小数点以下762ケタから767ケタで、数字の「9」が連続して6個並ぶ部分のことを、アメリカの物理学者の名から何という?答えは「,"['ファインマン・ポイント', 'ファインマン点']",969,0.0,False,9.999999999999999999999999999999,0.0,False
アルファベット2文字での表記は「FB」。ラグビーで、ディフェンスラインの最後尾に位置し、相手チームの攻撃に対する「最後の砦」となるポジションは何?答えは「,['フルバック'],ランバー,0.22,False,フィールドバック,0.77,False
1992年の映画『ボディガード』でヒロインを演じ、主題歌『オールウェイズ・ラヴ・ユー』を歌った女性歌手は誰?答えは「,['ホイットニー・ヒューストン'],ボディ・ガード,0.11,False,ジェリー・ブラウン,0.2,False
東京メトロで、「虎ノ門」駅があるのは銀座線ですが、「桜田門」駅があるのは何線?答えは「,"['有楽町線', '有楽町']",東京メトロ,0.0,False,東京メトロ,0.0,False
七福神の中で、唯一の日本の神様は何?答えは「,['恵比寿'],神様,0.0,False,神様,0.0,False
貝を大きく2種類に分けると、二枚貝と何?答えは「,['巻貝'],一枚貝,0.4,False,二枚貝,0.4,False
頭を入れる部分が多いカウボーイハットの一種を10ガロンもの水が入るということから何という?答えは「,['テンガロンハット'],水,0.0,False,10ガロン,0.46,False
映画『麗しのサブリナ』や『ローマの休日』などに主演した往年の女優は誰?答えは「,['オードリー・ヘップバーン'],斉藤美智子,0.0,False,サブリナ・アンダーソン,0.29,False
悪石島や宝島など12の島からなる、屋久島と奄美大島の間にある火山列島は何?答えは「,"['トカラ列島', 'トカラ']",火山列島,0.44,False,火山列島,0.44,False
自分で自分をほめることを、「自」という字を2回使った四字熟語で何という?答えは「,['自画自賛'],自分自身,0.5,False,自己満足,0.25,False
主人公ダルタニアンが、3人の剣士、アトス、アラミス、ポルトスとともに活躍する姿を描いたデュマの小説は何?答えは「,['三銃士'],ダルメシアン・ファンタジー,0.0,False,デュマの剣士,0.22,False
野菜スティックやクラッカーなどにつけることが多いクリーム状のソースを、「浸す」という意味の英語で何という?答えは「,['ディップ'],dip,0.0,False,浸す,0.0,False
日本の作家で、哲郎、朱門、綾子、しをんに共通する名字は何?答えは「,['三浦'],桑原,0.0,False,哲郎,0.0,False
『源氏物語』全54帖で唯一、前巻と後巻に分かれているのは何?答えは「,['若菜'],巻頭,0.0,False,前巻,0.0,False
長さ約1000キロメートルで国内最長、流域面積も国土の5分の1以上を占めるという、フランスの大河は何?答えは「,['ロワール川'],エルブート,0.2,False,フランスの大河,0.0,False
デパートの化粧品売り場で働く美容部員のことをアルファベット2文字で「BA」といいますが、これは何という言葉の略?答えは「,"['ビューティ・アドバイザー', 'Beauty Advisor']",バイアコム,0.25,False,Beauty Advisor,1.0,True
囲碁で、名人、棋聖、本因坊の三大タイトルを獲得することを何という?答えは「,['大三冠'],三冠,0.8,False,三冠王,0.67,False
「新約聖書」の一節からタイトルをつけた、昭和30年代に起きた連続殺人事件を題材にした、佐木隆三の直木賞受賞作は何?答えは「,['復讐するは我にあり'],殺人,0.0,False,The Green River Killer,0.0,False
人間の心臓にある4つの部屋のうち、大動脈が流れ出ているのはどの部屋から?答えは「,['左心室'],A,0.0,False,心臓,0.4,False
和風建築で縁側などの前に置かれる、踏み台にしたり履物を置いたりする大きな石を何という?答えは「,['沓脱石'],石柱,0.4,False,砂,0.0,False
北はロシア、南は中国と国境を接している、首都をウランバートルに置く国はどこ?答えは「,['モンゴル'],イラン,0.29,False,中国,0.0,False
「すべての贈り物」という意味の名前を持つ、ギリシャ神話で人類最初の女性として登場する人物は誰?答えは「,['パンドラ'],ヘレクティン,0.2,False,イリス,0.0,False
正式には「南町通り」という東京・青山にある通りで、通り沿いにアンティークショップが建ち並ぶことからつけられた愛称は何?答えは「,['骨董通り'],アンティーク通り,0.33,False,アンティーク街,0.0,False
格闘技で、テコンドーが生まれた国は韓国ですが、カポエイラが生まれた国はどこ?答えは「,['ブラジル'],ブラジル,1.0,True,カリブ海の島国であるバハマです,0.11,False
北海道西部に広がる、札幌市が位置している平野は何平野?答えは「,"['石狩平野', '石狩']",平野,0.67,False,平野,0.67,False
衆議院議員の被選挙権は満25歳以上ですが、参議院議員の被選挙権は満何歳以上?答えは「,"['30歳', '30']",25歳以上,0.25,False,18歳,0.33,False
「Be Prepared-備えよ常に」をモットーとする、1908年にロバート・ベーデン=パウエルによって設立された青少年団体は何?答えは「,['ボーイスカウト'],アメリカの青年たちが自分たちの社会における責任を持つための教,0.05,False,アメリカの青年のための準備性の組織,0.08,False
裁判の判決で、有罪による刑罰を言い渡した上で、一定期間、別の刑事事件を犯さなければ、その刑を科さないという制度を一般に何という?答えは「,['執行猶予'],刑務所,0.0,False,刑期の継続的な犯罪,0.0,False
「PV」と略される、スタジアムなどに大型スクリーンを設置し、大勢の観客がスポーツの試合などを見ることを何という?答えは「,['パブリックビューイング'],PV,0.0,False,プロジェクトビデオ,0.2,False
白色人種のことを「コーカソイド」といいますが、この由来となった、黒海とカスピ海に挟まれた地方といえば何地方?答えは「,"['コーカサス地方', 'カフカース地方', 'コーカサス', 'カフカース', 'カフカス']",カザフスタン,0.6000000000000001,False,ロシア,0.0,False
代表作『真珠夫人』『恩讐の彼方に』『父帰る』で知られる作家は誰?答えは「,['菊池寛'],彼は『真珠夫人』『恩讐の彼方に』『父帰る』の中で,0.0,False,ジョン・マクギーン,0.0,False
漫画『ドラえもん』に登場するキャラクター、のび太の名字は何?答えは「,['野比'],サン,0.0,False,ドラえもん,0.0,False
『論語』に由来する年齢を表す言葉で、「不惑」といえば40歳ですが、「従心」といえば何歳のこと?答えは「,"['70歳', '70']",100歳,0.5700000000000001,False,50歳,0.67,False
アナログ時計にふと目を向けたとき、秒針が一瞬だけ止まって見えるという錯覚を何という?答えは「,['クロノスタシス'],ミニマル,0.0,False,単純な光学,0.0,False
国木田独歩の妻をモデルにした早月葉子を主人公とする、有島武郎の長編小説は何?答えは「,['或る女'],冒険の女,0.29,False,彼女の名前は早月葉子です。,0.12,False
